podloga,rezultat,broj_asova,duple_servis_greske,broj_servis_poena ,ubacenih_prvih_servisa,osvojenih_prvih_servisa,osvojenih_drugih_servisa,broj_servis_gemova,sacuvanih_brejk_lopti,suocenih_brejk_lopti,nivo_takmicenja,best_of,pobedio,sacuvanih_br_lopti_modified
Hard,7-6(5) 1-6 6-3,0.25,0,88,0.67,0.712,0.724,4.667,0.75,8,R64,3,1,0.75
Hard,6-3 1-6 6-3,0.081,0.027,74,0.595,0.795,0.533,4.333,0,2,R64,3,1,1
Hard,6-7(12) 6-3 6-4,0.184,0.039,103,0.621,0.844,0.564,5.333,1,4,R64,3,1,1
Hard,6-3 6-4,0.127,0.018,55,0.782,0.814,0.583,5,1,2,R32,3,1,1
Hard,6-4 6-2,0.064,0.021,47,0.681,0.906,0.6,4.5,1,2,R32,3,1,1
Hard,7-5 6-2,0.175,0,57,0.684,0.821,0.667,5,1,2,R32,3,1,1
Hard,4-6 7-6(4) 6-4,0.09,0.04,100,0.75,0.707,0.52,5.333,0.625,8,R32,3,1,0.625
Hard,7-5 3-6 7-6(7),0.077,0.015,130,0.708,0.685,0.5,5.667,0.75,12,R32,3,1,0.75
Hard,7-6(1) 3-6 6-4,0.018,0.036,112,0.67,0.693,0.541,5.333,0.75,8,R32,3,1,0.75
Hard,7-5 6-3,0.118,0,51,0.706,0.694,0.867,5,0,1,R32,3,1,1
Hard,7-6(5) 6-4,0.213,0.016,61,0.721,0.818,0.765,5.5,0,0,R32,3,1,1
Hard,6-3 6-1,0.27,0,37,0.676,0.96,0.667,4,0,0,R32,3,1,1
Hard,7-6(6) 6-3,0.407,0,59,0.695,0.902,0.722,5.5,0,0,R32,3,1,1
Hard,6-0 6-4,0.121,0.034,58,0.517,0.833,0.464,4,0.8,5,R32,3,1,0.8
Hard,5-7 7-5 6-4,0.06,0.009,116,0.543,0.683,0.547,5.667,0.4,5,R32,3,1,0.4
Hard,7-6(7) 6-7(4) 6-3,0.074,0.022,136,0.632,0.698,0.58,5.667,1,7,R32,3,1,1
Hard,7-6(6) 7-6(7),0.304,0,79,0.797,0.81,0.563,6,0,0,R32,3,1,1
Hard,6-3 7-6(6),0.19,0.038,79,0.57,0.756,0.588,5.5,0.8,5,R32,3,1,0.8
Hard,6-3 4-6 6-4,0.137,0.021,95,0.684,0.754,0.467,5,0.6,5,R16,3,1,0.6
Hard,2-6 6-1 6-2,0,0,80,0.637,0.725,0.414,4,0.667,6,R16,3,1,0.667
Hard,6-4 6-2,0.151,0,53,0.698,0.865,0.5,4.5,1,1,R16,3,1,1
Hard,6-3 6-4,0.081,0.016,62,0.806,0.8,0.417,5,1,3,R16,3,1,1
Hard,6-3 6-4,0.217,0,46,0.63,0.897,0.824,5,0,0,R16,3,1,1
Hard,6-2 6-3,0.036,0.018,56,0.661,0.757,0.632,4.5,1,3,R16,3,1,1
Hard,5-7 6-3 6-2,0.057,0.011,87,0.644,0.732,0.516,5,0.667,9,R16,3,1,0.667
Hard,6-3 6-4,0.157,0.02,51,0.667,0.882,0.647,5,1,1,R16,3,1,1
Hard,6-4 6-2,0.075,0,53,0.717,0.842,0.6,4.5,1,2,QF,3,1,1
Hard,7-6(4) 6-0,0.229,0,48,0.771,0.919,0.364,4.5,0,0,QF,3,1,1
Hard,7-6(4) 4-6 6-0,0.082,0.01,97,0.66,0.797,0.455,4.667,0.6,5,QF,3,1,0.6
Hard,5-7 6-4 6-4,0.138,0.057,87,0.529,0.87,0.488,5.333,0.6,10,QF,3,1,0.6
Hard,6-4 6-4,0.111,0.014,72,0.708,0.686,0.619,5,1,1,SF,3,1,1
Hard,6-2 7-6(1),0.098,0,51,0.667,0.941,0.706,5,0,0,SF,3,1,1
Hard,7-6(6) 7-6(2),0.056,0,71,0.704,0.78,0.714,6,0.667,3,F,3,1,0.667
Hard,6-3 6-2,0.081,0.016,62,0.565,0.857,0.444,4.5,1,3,R32,3,1,1
Hard,6-3 6-4,0.036,0.036,56,0.643,0.861,0.6,5,1,3,R32,3,1,1
Hard,2-6 6-4 7-6(7),0.019,0.049,103,0.767,0.62,0.542,5,0.6,10,R32,3,1,0.6
Hard,6-3 6-4,0.167,0.083,60,0.5,0.733,0.633,5,0.8,5,R32,3,1,0.8
Hard,6-7(5) 6-4 6-3,0.039,0.058,103,0.602,0.677,0.512,5.333,0.25,4,R32,3,1,0.25
Hard,3-6 6-3 6-1,0.011,0.068,88,0.568,0.62,0.526,4.333,0.6,10,R32,3,1,0.6
Hard,7-6(9) 7-5,0.073,0.012,82,0.61,0.72,0.563,6,0.5,4,R32,3,1,0.5
Hard,6-4 6-3,0.304,0.043,46,0.696,0.875,0.429,4.5,0.667,3,R32,3,1,0.667
Hard,6-1 6-1,0,0,43,0.674,0.724,0.714,3.5,1,2,R32,3,1,1
Hard,6-3 6-2,0.086,0.052,58,0.586,0.765,0.5,4.5,0,1,R32,3,1,1
Hard,7-5 1-6 7-6(5),0.114,0.057,88,0.58,0.765,0.405,5,0.375,8,R32,3,1,0.375
Hard,7-5 6-4,0.222,0.048,63,0.762,0.813,0.533,5.5,0,0,R32,3,1,1
Hard,6-4 6-4,0.063,0.031,64,0.656,0.667,0.455,5,0.625,8,R16,3,1,0.625
Hard,6-3 2-6 6-2,0.02,0.049,102,0.696,0.592,0.613,4.333,0.75,12,R16,3,1,0.75
Hard,1-6 6-2 6-0,0.015,0.045,66,0.53,0.743,0.452,3.333,0.333,3,R16,3,1,0.333
Hard,6-2 7-6(5),0.014,0.028,72,0.625,0.756,0.444,5,0.667,6,R16,3,1,0.667
Hard,2-6 6-3 7-6(1),0.155,0.041,97,0.649,0.794,0.471,5,0.571,7,R16,3,1,0.571
Hard,3-6 6-3 6-3,0.041,0.052,97,0.619,0.667,0.432,4.667,0.714,14,R16,3,1,0.714
Hard,6-2 6-1,0.089,0.107,56,0.411,0.783,0.545,4,0.875,8,R16,3,1,0.875
Hard,7-6(2) 6-4,0.345,0.018,55,0.673,0.946,0.778,5.5,0,0,R16,3,1,1
Hard,3-6 6-3 6-2,0.053,0.032,94,0.606,0.702,0.405,4.333,0.556,9,QF,3,1,0.556
Hard,6-3 7-6(6),0.027,0.081,74,0.541,0.65,0.441,5.5,0.333,6,QF,3,1,0.333
Hard,6-1 6-4,0.122,0.061,49,0.653,0.75,0.529,4,0.667,3,QF,3,1,0.667
Hard,7-6(4) 6-7(3) 6-3,0.154,0.067,104,0.635,0.848,0.605,5.333,1,5,QF,3,1,1
Hard,6-3 6-2,0.128,0.064,47,0.596,0.786,0.632,4.5,0.5,2,SF,3,1,0.5
Hard,6-4 7-6(0),0.118,0.029,68,0.647,0.864,0.625,5.5,1,2,F,3,1,1
Hard,7-6(3) 3-6 6-0,0.058,0.047,86,0.64,0.727,0.516,4.333,0.727,11,R32,3,1,0.727
Hard,6-0 6-2,0.068,0.023,44,0.818,0.75,0.625,3.5,1,2,R32,3,1,1
Hard,6-0 6-2,0.154,0.026,39,0.538,0.762,0.722,3.5,0,0,R32,3,1,1
Hard,6-2 6-4,0.176,0.02,51,0.549,0.893,0.652,4.5,1,1,R32,3,1,1
Hard,6-2 7-5,0.115,0.038,52,0.481,0.84,0.63,5,0,1,R32,3,1,1
Hard,6-1 6-4,0.163,0,49,0.592,0.793,0.7,4.5,0,0,R32,3,1,1
Hard,7-6(3) 7-5,0.294,0.029,68,0.618,0.881,0.615,6,1,1,R32,3,1,1
Hard,6-3 6-0,0,0.093,54,0.741,0.725,0.429,3.5,1,3,R32,3,1,1
Hard,6-4 6-4,0.103,0.059,68,0.574,0.846,0.414,5,0.667,3,R32,3,1,0.667
Hard,6-4 6-4,0.063,0.095,63,0.556,0.8,0.5,5,0.857,7,R32,3,1,0.857
Hard,6-4 6-2,0.091,0.091,44,0.568,0.88,0.579,4.5,0.5,2,R32,3,1,0.5
Hard,6-1 6-2,0.227,0.023,44,0.523,0.826,0.571,3.5,1,1,R32,3,1,1
Hard,4-6 7-6(5) 7-5,0.275,0.028,109,0.651,0.746,0.605,5.667,0.833,6,R16,3,1,0.833
Hard,6-4 7-5,0.085,0.07,71,0.676,0.688,0.435,5.5,0.5,6,R16,3,1,0.5
Hard,6-4 6-2,0.036,0.091,55,0.527,0.931,0.462,4.5,1,2,R16,3,1,1
Hard,5-7 6-1 6-4,0.046,0.056,108,0.537,0.707,0.46,5,0.667,12,R16,3,1,0.667
Hard,6-2 6-4,0,0.065,46,0.5,0.783,0.652,4.5,0.5,2,R16,3,1,0.5
Hard,7-5 6-3,0.145,0.043,69,0.493,0.853,0.6,5.5,1,1,R16,3,1,1
Hard,6-4 6-3,0.102,0.034,59,0.508,0.867,0.517,4.5,1,2,R16,3,1,1
Hard,6-4 7-5,0.056,0.042,71,0.493,0.8,0.5,5.5,0.75,4,R16,3,1,0.75
Hard,7-6(8) 6-4,0.213,0.025,80,0.488,0.846,0.561,5.5,0.667,3,QF,3,1,0.667
Hard,7-6(6) 6-2,0.092,0.046,65,0.6,0.692,0.615,5,0.5,4,QF,3,1,0.5
Hard,7-5 1-6 6-2,0,0.029,70,0.514,0.667,0.471,4.333,0.333,6,QF,3,1,0.333
Hard,6-4 6-2,0.118,0,51,0.529,0.667,0.833,4.5,1,1,QF,3,1,1
Hard,7-5 6-4,0.125,0.063,64,0.531,0.941,0.5,5.5,1,2,SF,3,1,1
Hard,6-3 3-6 6-3,0.035,0.047,85,0.565,0.729,0.541,4.667,0.714,7,SF,3,1,0.714
Hard,6-3 6-4,0.259,0.034,58,0.569,0.848,0.56,5,1,1,F,3,1,1
Hard,6-2 6-1,0.143,0.029,35,0.571,0.95,0.6,3.5,0,0,R32,3,1,1
Hard,6-4 6-3,0.161,0.018,56,0.679,0.763,0.667,4.5,1,5,R32,3,1,1
Hard,6-4 6-2,0.015,0.088,68,0.691,0.702,0.429,4.5,0.875,8,R32,3,1,0.875
Hard,4-6 6-2 6-3,0.06,0.075,67,0.478,0.875,0.571,4.333,0.667,6,R32,3,1,0.667
Hard,4-6 6-1 6-3,0.153,0.069,72,0.611,0.818,0.536,4.333,0.5,2,R32,3,1,0.5
Hard,7-6(4) 6-3,0.317,0.033,60,0.667,0.9,0.8,5.5,1,2,R32,3,1,1
Hard,6-2 6-4,0.108,0.015,65,0.446,0.828,0.556,4.5,1,5,R32,3,1,1
Hard,6-3 6-1,0,0.065,46,0.587,0.778,0.421,4,0,1,R32,3,1,1
Hard,6-1 6-3,0.214,0.071,42,0.595,0.88,0.529,4,0.5,2,R32,3,1,0.5
Hard,2-6 6-3 6-2,0.026,0.103,78,0.577,0.6,0.364,4,0.4,10,R32,3,1,0.4
Hard,6-1 5-7 6-2,0.034,0.079,89,0.584,0.635,0.595,4.667,0.4,5,R32,3,1,0.4
Hard,3-6 6-2 6-1,0.061,0.061,66,0.5,0.848,0.606,4,0,1,R32,3,1,1
Hard,6-0 6-2,0,0.061,33,0.455,0.867,0.833,3.5,0,0,R32,3,1,1
Hard,4-6 7-6(3) 6-4,0.215,0.022,93,0.656,0.82,0.562,5.333,0.667,3,R32,3,1,0.667
Hard,6-4 2-6 7-6(2),0.123,0.019,106,0.613,0.723,0.415,5,0.75,12,R16,3,1,0.75
Hard,4-6 6-4 6-2,0.133,0.027,75,0.573,0.791,0.594,4.667,0,1,R16,3,1,1
Hard,6-3 6-4,0.158,0.035,57,0.526,0.867,0.667,5,1,1,R16,3,1,1
Hard,6-7(7) 6-4 6-2,0.063,0.042,95,0.674,0.812,0.355,5,0.333,3,R16,3,1,0.333
Hard,3-6 6-1 7-6(5),0.129,0.032,93,0.656,0.689,0.531,4.667,0.571,7,R16,3,1,0.571
Hard,6-3 6-2,0.069,0.034,58,0.621,0.722,0.636,4.5,1,3,QF,3,1,1
Hard,6-7(3) 6-3 6-3,0.116,0.023,86,0.616,0.774,0.636,5,0.8,5,QF,3,1,0.8
Hard,6-2 6-3,0.197,0.033,61,0.508,0.806,0.333,4.5,0.667,6,QF,3,1,0.667
Hard,4-6 6-3 6-2,0.254,0.07,71,0.634,0.889,0.577,4.667,0.5,2,QF,3,1,0.5
Hard,6-2 6-4,0.232,0.018,56,0.625,0.857,0.476,4.5,0,0,SF,3,1,1
Hard,7-6(5) 6-3,0.176,0.029,68,0.574,0.846,0.621,5.5,0,0,SF,3,1,1
Hard,7-6(6) 6-7(7) 6-4,0.13,0.065,123,0.537,0.758,0.526,5.667,0.769,13,F,3,1,0.769
Hard,7-6(2) 7-5,0.167,0,72,0.653,0.809,0.48,6,0,1,R32,3,1,1
Hard,6-7(6) 7-6(5) 6-2,0.045,0.018,110,0.764,0.762,0.615,5.333,1,3,R32,3,1,1
Hard,4-6 6-3 6-4,0.073,0.021,96,0.698,0.687,0.552,4.667,0.833,6,R32,3,1,0.833
Hard,7-6(5) 4-6 7-6(1),0.06,0.06,117,0.513,0.7,0.544,5.667,0.6,10,R32,3,1,0.6
Hard,6-1 6-2,0.111,0.067,45,0.644,0.862,0.5,4,0,0,R32,3,1,1
Hard,3-6 6-3 6-3,0.103,0.038,78,0.526,0.854,0.514,4.333,0.667,3,R32,3,1,0.667
Hard,6-2 6-2,0.098,0,41,0.683,0.786,0.769,4,0,0,R32,3,1,1
Hard,6-3 6-4,0.044,0.022,45,0.667,0.9,0.467,4.5,0.5,2,R32,3,1,0.5
Hard,6-2 4-6 6-3,0.058,0.047,86,0.628,0.778,0.469,4.667,0.571,7,R32,3,1,0.571
Hard,6-3 6-0,0.059,0,51,0.686,0.714,0.625,4,0.875,8,R32,3,1,0.875
Hard,6-4 6-3,0.086,0.034,58,0.69,0.7,0.444,4.5,0.667,6,R32,3,1,0.667
Hard,1-6 6-3 6-4,0.17,0.023,88,0.659,0.707,0.5,4.333,0.5,4,R16,3,1,0.5
Hard,6-2 7-6(5),0.172,0.034,58,0.655,0.763,0.65,5,0.6,5,R16,3,1,0.6
Hard,3-6 6-3 6-3,0.077,0.013,78,0.756,0.712,0.579,4.333,0.875,8,R16,3,1,0.875
Hard,6-3 6-4,0.031,0,64,0.609,0.872,0.48,5,1,2,R16,3,1,1
Hard,6-3 6-2,0.167,0.074,54,0.63,0.765,0.4,4,0.667,3,R16,3,1,0.667
Hard,6-3 6-4,0.13,0.019,54,0.611,0.848,0.667,5,1,1,R16,3,1,1
Hard,6-3 4-6 6-4,0.1,0,80,0.7,0.75,0.667,5,0,1,R16,3,1,1
Hard,6-2 6-2,0.077,0,39,0.667,0.885,0.692,4,0,0,R16,3,1,1
Hard,6-4 3-6 6-3,0.144,0.031,97,0.66,0.719,0.424,4.667,0.7,10,QF,3,1,0.7
Hard,7-6(5) 6-2,0.079,0.039,76,0.592,0.778,0.516,5,1,3,QF,3,1,1
Hard,6-4 6-3,0.108,0.046,65,0.708,0.696,0.474,4.5,0.667,3,QF,3,1,0.667
Hard,6-4 6-3,0.123,0.018,57,0.684,0.667,0.667,5,0.5,4,QF,3,1,0.5
Hard,6-4 6-2,0.209,0,43,0.605,0.923,0.765,4.5,1,1,SF,3,1,1
Hard,6-7(4) 7-5 6-3,0.074,0,108,0.648,0.743,0.553,5.333,0.875,8,SF,3,1,0.875
Hard,6-3 6-1,0.211,0,38,0.632,0.833,0.857,4,0,0,F,3,1,1
Hard,7-6(6) 6-3,0.026,0.051,78,0.679,0.736,0.52,5.5,0.6,5,R32,3,1,0.6
Hard,4-6 7-6(2) 6-4,0.038,0,104,0.558,0.741,0.609,5.333,0.833,6,R32,3,1,0.833
Hard,6-4 7-6(4),0.115,0.016,61,0.59,0.806,0.64,5.5,0.5,4,R32,3,1,0.5
Hard,6-2 1-6 6-4,0.097,0.028,72,0.5,0.694,0.5,4,0.429,7,R32,3,1,0.429
Hard,6-3 6-3,0.209,0,43,0.721,0.871,0.75,4.5,0,0,R32,3,1,1
Hard,7-5 6-3,0.217,0.067,60,0.633,0.921,0.5,5.5,1,2,R32,3,1,1
Hard,3-6 6-4 6-4,0.057,0.023,87,0.563,0.776,0.579,5,0.333,3,R32,3,1,0.333
Hard,6-7(4) 7-6(1) 7-5,0.019,0.028,106,0.708,0.707,0.645,6,0.429,7,R32,3,1,0.429
Hard,6-2 6-2,0.184,0.02,49,0.735,0.806,0.462,4,1,1,R32,3,1,1
Hard,6-4 2-6 6-3,0.041,0,97,0.732,0.69,0.423,4.667,0.625,8,R32,3,1,0.625
Hard,6-2 7-5,0.08,0,50,0.48,0.875,0.731,5,0,0,R32,3,1,1
Hard,6-7(5) 7-6(2) 6-3,0.123,0.009,106,0.736,0.795,0.643,5.667,0.833,6,R32,3,1,0.833
Hard,4-6 6-3 6-1,0.141,0.014,71,0.704,0.8,0.524,4.333,0,1,R32,3,1,1
Hard,6-2 6-2,0.163,0.02,49,0.694,0.765,0.6,4,1,1,R32,3,1,1
Hard,6-4 4-6 6-4,0.176,0.024,85,0.541,0.87,0.564,5,0.875,8,R32,3,1,0.875
Hard,6-3 6-3,0.054,0.018,56,0.607,0.735,0.682,4.5,1,4,R32,3,1,1
Hard,6-2 7-6(2),0.185,0.019,54,0.611,0.879,0.714,5,1,2,R16,3,1,1
Hard,6-4 7-6(3),0.169,0.042,71,0.761,0.852,0.412,5.5,1,5,R16,3,1,1
Hard,6-4 6-3,0.196,0,51,0.627,0.875,0.737,5,1,4,R16,3,1,1
Hard,6-4 6-4,0.34,0.038,53,0.66,0.8,0.722,5,0,0,R16,3,1,1
Hard,6-1 6-2,0.098,0.073,41,0.585,0.833,0.588,3.5,1,1,R16,3,1,1
Hard,7-5 7-5,0.091,0.015,66,0.576,0.711,0.571,6,0.667,6,R16,3,1,0.667
Hard,6-4 6-4,0.094,0.038,53,0.642,0.882,0.632,5,1,3,R16,3,1,1
Hard,6-4 3-6 6-3,0.03,0.051,99,0.667,0.712,0.424,4.667,0.714,7,R16,3,1,0.714
Hard,6-3 6-4,0.222,0.019,54,0.648,0.829,0.684,5,1,1,QF,3,1,1
Hard,6-7(9) 6-2 6-4,0.131,0.01,99,0.606,0.767,0.564,5,0.75,4,QF,3,1,0.75
Hard,6-2 2-6 6-1,0.079,0,63,0.587,0.784,0.538,4,0,2,QF,3,1,1
Hard,6-3 6-4,0.138,0.017,58,0.621,0.889,0.455,5,1,4,QF,3,1,1
Hard,6-3 6-2,0.132,0.057,53,0.698,0.865,0.375,4.5,1,1,SF,3,1,1
Hard,5-7 6-3 6-2,0.192,0.077,78,0.564,0.864,0.5,5,0.6,5,SF,3,1,0.6
Hard,6-4 6-2,0.173,0,52,0.558,0.828,0.696,4.5,1,3,F,3,1,1
Clay,6-1 6-2,0.116,0.023,43,0.558,0.833,0.632,4,0,0,R32,3,1,1
Clay,6-4 7-6(6),0.205,0.048,83,0.554,0.674,0.378,5.5,0.5,8,R32,3,1,0.5
Clay,6-4 3-6 6-4,0.01,0.119,101,0.584,0.508,0.452,5,0.5,16,R32,3,1,0.5
Clay,6-3 7-6(2),0.014,0.028,72,0.722,0.769,0.45,5.5,0.5,2,R32,3,1,0.5
Clay,6-1 1-6 6-3,0.097,0.125,72,0.542,0.795,0.394,4,0.25,4,R32,3,1,0.25
Clay,6-1 6-4,0.068,0.091,44,0.705,0.935,0.385,4.5,0.5,2,R32,3,1,0.5
Clay,7-6(4) 6-2,0.051,0,59,0.61,0.667,0.652,5,0,2,R32,3,1,1
Clay,6-0 6-1,0.031,0,32,0.656,0.857,0.909,3.5,0,0,R32,3,1,1
Clay,6-3 7-6(4),0.066,0.026,76,0.513,0.744,0.541,5.5,0.667,3,R32,3,1,0.667
Clay,7-5 6-2,0.102,0.017,59,0.492,0.69,0.6,5,0.5,4,R32,3,1,0.5
Clay,4-6 6-2 6-1,0,0.01,100,0.52,0.596,0.542,4,0.769,13,R32,3,1,0.769
Clay,6-1 6-2,0,0,39,0.718,0.714,0.818,3.5,0,0,R32,3,1,1
Clay,6-4 6-7(7) 7-6(4),0.089,0.074,135,0.615,0.819,0.5,5.667,1,9,R16,3,1,1
Clay,6-3 6-4,0.129,0.048,62,0.629,0.795,0.348,5,0.6,5,R16,3,1,0.6
Clay,6-2 6-3,0.132,0.113,53,0.434,0.87,0.567,4.5,0.5,2,R16,3,1,0.5
Clay,6-4 6-3,0.063,0.042,48,0.458,0.682,0.769,4.5,0.8,5,R16,3,1,0.8
Clay,6-7(4) 6-4 6-3,0.032,0.064,94,0.585,0.782,0.487,5,0.714,14,R16,3,1,0.714
Clay,6-0 4-6 6-3,0.043,0.058,69,0.652,0.844,0.542,4.333,0.75,4,R16,3,1,0.75
Clay,6-3 6-4,0.077,0.015,65,0.554,0.694,0.69,5,1,4,R16,3,1,1
Clay,6-3 6-7(8) 6-3,0.142,0.057,106,0.557,0.831,0.511,5.333,1,4,QF,3,1,1
Clay,6-2 6-4,0.171,0,41,0.61,0.88,0.875,4.5,0,0,QF,3,1,1
Clay,7-6(1) 6-1,0.078,0.031,64,0.781,0.68,0.714,5,0.8,5,QF,3,1,0.8
Clay,6-3 6-4,0.015,0,67,0.597,0.7,0.593,5,0.875,8,QF,3,1,0.875
Clay,6-4 7-5,0.016,0.063,64,0.734,0.681,0.529,5.5,0.5,6,SF,3,1,0.5
Clay,6-3 7-6(4),0.042,0.01,96,0.792,0.658,0.5,5.5,0.857,7,F,3,1,0.857
Grass,6-7(6) 6-2 6-1,0.103,0.034,87,0.54,0.787,0.55,4.667,0.75,4,R64,3,1,0.75
Grass,4-6 6-3 6-1,0.047,0.012,85,0.506,0.721,0.667,4.333,0.833,6,R64,3,1,0.833
Grass,6-7(4) 7-6(4) 7-6(5),0.258,0.017,120,0.658,0.861,0.61,6,1,4,R64,3,1,1
Grass,6-4 6-4,0.07,0.018,57,0.684,0.821,0.556,5,1,2,R64,3,1,1
Grass,7-6(10) 5-7 6-4,0.049,0.029,103,0.621,0.797,0.462,5.667,0,3,R64,3,1,1
Grass,6-4 6-2,0.06,0.04,50,0.64,0.781,0.667,4.5,0,0,R64,3,1,1
Grass,7-5 6-4,0.027,0.041,73,0.712,0.673,0.619,5.5,0.667,3,R64,3,1,0.667
Grass,6-3 6-7(9) 6-1,0.096,0.053,94,0.67,0.857,0.516,5,0,0,R64,3,1,1
Grass,6-3 6-4,0.268,0.054,56,0.786,0.841,0.5,5,0,0,R64,3,1,1
Grass,6-3 6-4,0.111,0.019,54,0.611,0.788,0.762,5,1,2,R64,3,1,1
Grass,2-6 6-3 7-6(1),0.053,0.053,94,0.564,0.642,0.537,5,0.167,6,R64,3,1,0.167
Grass,7-6(9) 6-3,0.132,0.026,76,0.75,0.754,0.368,5.5,0.333,3,R64,3,1,0.333
Grass,6-3 6-7(5) 7-6(2),0.161,0.062,112,0.58,0.892,0.426,5.667,0.667,6,R64,3,1,0.667
Grass,7-5 6-2,0.145,0.036,55,0.745,0.805,0.571,5,1,2,R64,3,1,1
Grass,6-3 3-6 6-3,0.058,0.047,86,0.686,0.712,0.444,4.667,0.714,7,R64,3,1,0.714
Grass,6-4 6-1,0.145,0.016,62,0.661,0.756,0.476,4.5,0.8,5,R64,3,1,0.8
Grass,6-4 3-6 7-5,0.13,0.013,77,0.766,0.78,0.389,5,0.5,4,R64,3,1,0.5
Grass,7-6(2) 6-4,0.153,0.034,59,0.61,0.861,0.783,5.5,0,0,R64,3,1,1
Grass,6-4 7-5,0.233,0.017,60,0.717,0.814,0.647,5.5,0,0,R64,3,1,1
Grass,6-3 6-3,0.059,0.039,51,0.569,0.828,0.636,4.5,1,3,R64,3,1,1
Grass,6-3 6-7(3) 6-1,0.158,0.059,101,0.525,0.755,0.5,5,0.75,8,R64,3,1,0.75
Grass,6-7(3) 6-3 7-6(3),0.103,0.034,117,0.624,0.781,0.5,5.667,0.8,5,R64,3,1,0.8
Grass,7-5 6-2,0.086,0.069,58,0.672,0.795,0.421,5,0.333,3,R64,3,1,0.333
Grass,0-6 7-6(5) 6-4,0.106,0.029,104,0.644,0.642,0.541,4.667,0.7,10,R64,3,1,0.7
Grass,6-4 6-3,0.269,0.038,52,0.731,0.868,0.571,5,0,0,R32,3,1,1
Grass,7-6(3) 6-3,0.233,0.033,60,0.683,0.829,0.632,5.5,0,1,R32,3,1,1
Grass,7-6(5) 6-2,0.141,0.031,64,0.609,0.821,0.68,5,1,3,R32,3,1,1
Grass,7-5 6-3,0.14,0.088,57,0.684,0.821,0.611,5.5,0.5,2,R32,3,1,0.5
Grass,6-3 1-6 7-6(5),0.069,0.01,102,0.676,0.681,0.545,4.667,0.75,8,R32,3,1,0.75
Grass,7-6(3) 7-6(3),0.014,0.014,70,0.829,0.776,0.583,6,0.5,4,R32,3,1,0.5
Grass,7-6(3) 7-6(7),0.113,0.041,97,0.67,0.738,0.531,6,0.857,7,R32,3,1,0.857
Grass,6-2 6-3,0.175,0.088,57,0.596,0.941,0.348,4.5,1,1,R32,3,1,1
Grass,6-4 6-4,0.034,0.034,58,0.603,0.8,0.565,5,0.667,3,R32,3,1,0.667
Grass,7-6(4) 7-6(5),0.098,0.024,82,0.72,0.78,0.478,6,0.667,3,R32,3,1,0.667
Grass,6-4 6-4,0.179,0.036,56,0.679,0.921,0.389,5,1,3,R32,3,1,1
Grass,7-6(3) 7-5,0.139,0.056,72,0.806,0.862,0.5,6,1,6,R32,3,1,1
Grass,6-3 6-4,0.192,0.077,52,0.538,0.857,0.667,5,0,0,R32,3,1,1
Grass,6-1 6-2,0.12,0,50,0.72,0.75,0.643,4,1,3,R32,3,1,1
Grass,7-6(3) 5-7 6-4,0.196,0.082,97,0.577,0.857,0.488,5.667,0,2,R32,3,1,1
Grass,6-2 6-2,0.167,0.024,42,0.619,0.808,0.688,4,0,0,R16,3,1,1
Grass,6-2 6-4,0.021,0.021,48,0.542,0.808,0.773,4.5,1,3,R16,3,1,1
Grass,7-6(3) 6-4,0.238,0.048,63,0.651,0.878,0.455,5.5,0.5,2,R16,3,1,0.5
Grass,6-3 3-6 7-6(4),0.148,0.025,81,0.58,0.809,0.618,5,0,2,R16,3,1,1
Grass,7-6(10) 6-2,0.164,0.06,67,0.627,0.905,0.32,5,0.5,2,R16,3,1,0.5
Grass,7-6(3) 6-7(4) 7-6(3),0.14,0.019,107,0.71,0.882,0.581,6,0,0,R16,3,1,1
Grass,7-6(2) 6-4,0.217,0.033,60,0.567,1,0.538,5.5,0.667,3,R16,3,1,0.667
Grass,7-5 6-3,0.169,0.051,59,0.559,0.818,0.692,5.5,0,0,QF,3,1,1
Grass,1-6 6-3 6-2,0.07,0.014,71,0.69,0.735,0.545,4,0.6,5,QF,3,1,0.6
Grass,6-4 7-6(7),0.2,0.031,65,0.738,0.896,0.471,5.5,1,1,QF,3,1,1
Grass,6-2 6-4,0.17,0.038,53,0.623,0.848,0.55,4.5,1,4,SF,3,1,1
Grass,7-6(7) 6-4,0.086,0.014,70,0.586,0.805,0.724,5.5,1,1,SF,3,1,1
Grass,6-7(8) 7-6(1) 7-6(6),0.231,0.051,117,0.735,0.86,0.419,6,0.5,2,F,3,1,0.5
Clay,6-3 7-5,0.016,0.016,61,0.574,0.771,0.654,5.5,0.667,3,R32,3,1,0.667
Clay,6-1 7-6(4),0.016,0,63,0.683,0.698,0.8,5,0.8,5,R32,3,1,0.8
Clay,6-2 6-0,0,0,42,0.595,0.84,0.529,3.5,0,0,R32,3,1,1
Clay,2-6 6-3 7-5,0,0.034,119,0.496,0.678,0.517,5,0.8,15,R32,3,1,0.8
Clay,7-6(5) 6-3,0.091,0.015,66,0.515,0.882,0.594,5.5,0,0,R32,3,1,1
Clay,6-4 4-6 7-6(4),0.058,0.029,104,0.423,0.727,0.517,5.333,0.5,8,R32,3,1,0.5
Clay,6-4 6-3,0,0.04,50,0.74,0.622,0.538,4.5,0.5,6,R32,3,1,0.5
Clay,2-6 6-3 6-0,0.129,0.029,70,0.429,0.8,0.525,3.667,0.714,7,R32,3,1,0.714
