podloga,rezultat,broj_asova,duple_servis_greske,broj_servis_poena ,ubacenih_prvih_servisa,osvojenih_prvih_servisa,osvojenih_drugih_servisa,broj_servis_gemova,sacuvanih_brejk_lopti,suocenih_brejk_lopti,nivo_takmicenja,best_of,pobedio,sacuvanih_br_lopti_modified
Hard,6-3 7-5,0.153,0.068,59,0.542,0.844,0.593,5.5,0.5,2,R64,3,1,0.5
Hard,6-1 6-4,0.119,0.051,59,0.525,0.871,0.571,4.5,1,5,R64,3,1,1
Hard,6-4 6-4,0.057,0.029,70,0.643,0.733,0.52,5,0.857,7,R64,3,1,0.857
Hard,6-2 2-6 6-1,0.13,0.058,69,0.536,0.865,0.406,4,0.714,7,R64,3,1,0.714
Hard,6-3 6-4,0.118,0.029,68,0.574,0.744,0.655,5,1,6,R64,3,1,1
Hard,6-3 6-2,0.2,0.02,50,0.62,0.903,0.421,4.5,0.667,3,R64,3,1,0.667
Hard,7-5 3-6 6-2,0.083,0.052,96,0.573,0.782,0.341,5,0.6,10,R64,3,1,0.6
Hard,7-6(5) 6-4,0.254,0.016,63,0.571,0.778,0.778,5.5,1,1,R64,3,1,1
Hard,6-2 6-2,0.048,0.024,42,0.69,0.69,0.615,4,0,2,R64,3,1,1
Hard,7-6(5) 6-2,0.203,0.031,64,0.688,0.841,0.55,5,1,2,R32,3,1,1
Hard,5-7 7-6(2) 6-4,0.092,0,98,0.52,0.863,0.574,5.667,0.5,4,R32,3,1,0.5
Hard,6-4 6-3,0,0.048,62,0.661,0.707,0.524,4.5,0.857,7,R32,3,1,0.857
Hard,6-1 7-6(0),0.105,0.07,57,0.632,0.806,0.524,4.5,0.75,4,R32,3,1,0.75
Hard,7-5 6-7(4) 6-2,0.072,0.027,111,0.55,0.705,0.54,5.333,0.75,12,R32,3,1,0.75
Hard,6-4 7-5,0.13,0.019,54,0.537,0.897,0.76,5.5,1,1,R32,3,1,1
Hard,6-3 6-3,0.25,0.089,56,0.607,0.824,0.455,4.5,0.857,7,R32,3,1,0.857
Hard,6-1 3-6 7-6(5),0.076,0.109,92,0.511,0.787,0.533,4.667,0.571,7,R32,3,1,0.571
Hard,7-6(9) 6-7(5) 6-4,0.05,0.033,120,0.633,0.724,0.568,5.667,0.75,8,R32,3,1,0.75
Hard,7-5 6-4,0.032,0.081,62,0.484,0.733,0.594,5.5,0,2,R32,3,1,1
Hard,6-3 6-1,0.125,0.025,40,0.55,0.955,0.611,4,0,0,R32,3,1,1
Hard,6-7(5) 6-2 6-2,0.044,0.056,90,0.544,0.776,0.61,4.667,1,4,R32,3,1,1
Hard,6-1 6-3,0.026,0.026,39,0.667,0.692,0.846,4,0.5,2,R32,3,1,0.5
Hard,6-4 6-3,0.306,0.065,62,0.597,0.757,0.6,5,0.75,4,R32,3,1,0.75
Hard,6-3 2-6 6-4,0.193,0.011,88,0.682,0.717,0.571,4.667,0.75,8,R32,3,1,0.75
Hard,6-1 7-6(3),0.315,0.019,54,0.667,0.861,0.778,5,0,0,R16,3,1,1
Hard,1-6 6-2 6-2,0.051,0.026,78,0.526,0.707,0.486,4,0.571,7,R16,3,1,0.571
Hard,6-4 7-6(7),0.099,0.07,71,0.577,0.854,0.533,5.5,0.75,4,R16,3,1,0.75
Hard,6-1 6-2,0.024,0.073,41,0.463,0.895,0.682,4,0,0,R16,3,1,1
Hard,4-6 6-3 6-4,0.052,0.093,97,0.536,0.712,0.556,5,0.5,4,R16,3,1,0.5
Hard,6-4 4-6 6-4,0.074,0.086,81,0.568,0.783,0.543,5,0,2,R16,3,1,1
Hard,6-7(4) 6-3 7-6(6),0.078,0.031,129,0.488,0.746,0.591,5.667,0.778,9,R16,3,1,0.778
Hard,7-6(4) 6-4,0.134,0,67,0.687,0.87,0.524,5.5,1,2,R16,3,1,1
Hard,6-4 6-4,0.1,0.029,70,0.557,0.795,0.581,5,1,5,QF,3,1,1
Hard,6-4 6-2,0.105,0,57,0.544,0.71,0.577,4.5,0,1,QF,3,1,1
Hard,6-7(3) 6-2 6-4,0.256,0.058,86,0.628,0.852,0.562,5,1,3,QF,3,1,1
Hard,7-5 4-6 6-4,0.076,0.038,105,0.552,0.655,0.574,5.333,0.667,9,SF,3,1,0.667
Hard,4-6 7-5 6-4,0.068,0.058,103,0.65,0.776,0.389,5.333,0.8,20,SF,3,1,0.8
Hard,3-6 7-6(3) 7-5,0.111,0.034,117,0.59,0.739,0.521,5.333,0.8,10,F,3,1,0.8
Hard,6-3 6-1,0.167,0,48,0.583,0.857,0.55,4,1,3,R64,3,1,1
Hard,6-1 6-4,0.132,0.015,68,0.647,0.795,0.417,4.5,1,5,R64,3,1,1
Hard,6-3 6-4,0.121,0.034,58,0.569,0.818,0.6,5,0,0,R64,3,1,1
Hard,6-4 6-3,0.145,0.032,62,0.532,0.788,0.621,5,1,2,R64,3,1,1
Hard,4-6 6-1 6-3,0.117,0.039,77,0.584,0.8,0.562,4.333,0.667,3,R64,3,1,0.667
Hard,6-4 6-1,0.071,0,42,0.81,0.706,0.625,4,0,1,R64,3,1,1
Hard,6-3 4-6 7-6(5),0.009,0.034,117,0.684,0.663,0.595,5,0.714,7,R64,3,1,0.714
Hard,7-6(3) 6-3,0.057,0.014,70,0.657,0.652,0.708,5.5,0.333,3,R64,3,1,0.333
Hard,6-7(5) 6-2 6-4,0.168,0.04,101,0.545,0.836,0.5,5,1,3,R64,3,1,1
Hard,6-2 6-4,0.023,0,44,0.636,0.75,0.563,4.5,0.333,3,R64,3,1,0.333
Hard,6-2 4-6 6-0,0.015,0.045,67,0.687,0.717,0.571,4,0.667,6,R64,3,1,0.667
Hard,6-1 6-1,0.021,0.043,47,0.426,0.9,0.481,3.5,0.8,5,R64,3,1,0.8
Hard,6-1 6-4,0.17,0.019,53,0.547,0.759,0.708,4.5,1,3,R64,3,1,1
Hard,7-6(5) 7-6(4),0.085,0.053,94,0.628,0.78,0.486,6,1,6,R64,3,1,1
Hard,6-3 6-4,0.048,0.016,62,0.613,0.737,0.542,5,0,1,R32,3,1,1
Hard,6-4 7-6(4),0.162,0.029,68,0.691,0.809,0.667,5.5,0,0,R32,3,1,1
Hard,6-0 6-3,0.109,0.018,55,0.564,0.806,0.542,4,1,2,R32,3,1,1
Hard,6-3 6-4,0.096,0,52,0.481,0.84,0.667,5,0.75,4,R32,3,1,0.75
Hard,6-3 2-6 6-3,0,0.056,72,0.667,0.729,0.5,4.333,0.5,6,R32,3,1,0.5
Hard,6-3 3-6 6-4,0.042,0.042,72,0.556,0.75,0.531,4.667,0.25,4,R32,3,1,0.25
Hard,6-2 4-6 6-2,0.141,0.042,71,0.62,0.841,0.333,4.333,0.4,5,R32,3,1,0.4
Hard,6-7(4) 6-2 6-3,0.044,0.066,91,0.582,0.868,0.579,5,1,2,R32,3,1,1
Hard,6-4 6-7(3) 6-2,0.078,0.011,90,0.567,0.725,0.615,5,0.6,5,R32,3,1,0.6
Hard,6-4 6-4,0.192,0.019,52,0.538,0.786,0.625,5,0,1,R32,3,1,1
Hard,6-4 7-6(8),0.135,0.034,89,0.719,0.781,0.4,5.5,0.833,6,R32,3,1,0.833
Hard,6-4 7-6(6),0.027,0.027,73,0.616,0.844,0.429,5.5,0.667,3,R32,3,1,0.667
Hard,6-3 5-7 7-6(4),0.192,0.03,99,0.616,0.836,0.605,5.667,0.5,2,R32,3,1,0.5
Hard,6-4 6-2,0.088,0.035,57,0.719,0.805,0.5,4.5,1,1,R32,3,1,1
Hard,7-6(5) 7-6(7),0.037,0.037,82,0.524,0.744,0.513,6,0.4,5,R32,3,1,0.4
Hard,7-6(5) 6-7(5) 6-4,0.081,0.024,123,0.585,0.764,0.529,5.667,0.778,9,R32,3,1,0.778
Hard,6-3 7-6(2),0.014,0.071,70,0.557,0.821,0.516,5.5,0.667,3,R16,3,1,0.667
Hard,6-3 6-3,0.159,0.045,44,0.659,0.931,0.6,4.5,0,0,R16,3,1,1
Hard,6-1 6-2,0,0,42,0.667,0.75,0.643,4,0,1,R16,3,1,1
Hard,6-1 4-6 6-4,0.011,0.034,87,0.54,0.702,0.6,4.333,0.833,6,R16,3,1,0.833
Hard,7-5 6-3,0.104,0.026,77,0.584,0.711,0.5,5.5,0.75,8,R16,3,1,0.75
Hard,6-7(2) 7-5 7-6(3),0.144,0.024,125,0.672,0.75,0.561,6,0.8,5,R16,3,1,0.8
Hard,7-5 7-6(7),0.274,0.024,84,0.571,0.792,0.472,6,0.5,4,R16,3,1,0.5
Hard,6-4 6-4,0.074,0.019,54,0.537,0.931,0.6,5,0,0,R16,3,1,1
Hard,7-5 6-2,0.018,0.018,55,0.636,0.8,0.6,5,0.5,2,QF,3,1,0.5
Hard,3-6 7-6(5) 6-4,0.029,0.029,105,0.6,0.683,0.31,5,0.333,9,QF,3,1,0.333
Hard,6-7(4) 6-4 6-4,0.155,0.068,103,0.524,0.889,0.449,5.333,0,2,QF,3,1,1
Hard,7-6(5) 7-5,0.3,0.014,70,0.671,0.851,0.652,6,1,1,QF,3,1,1
Hard,6-2 6-3,0.167,0,48,0.75,0.806,0.5,4.5,0.75,4,SF,3,1,0.75
Hard,6-3 3-6 7-5,0.133,0.033,90,0.567,0.902,0.436,5,0.75,4,SF,3,1,0.75
Hard,6-2 6-3,0.071,0,56,0.75,0.81,0.5,4.5,1,4,F,3,1,1
Hard,6-1 7-6(6),0.286,0.032,63,0.762,0.813,0.6,5,1,4,R32,3,1,1
Hard,6-3 7-6(5),0.054,0.014,74,0.635,0.745,0.481,5.5,0.5,4,R32,3,1,0.5
Hard,6-2 6-2,0.146,0.042,48,0.521,0.8,0.652,4,0,0,R32,3,1,1
Hard,6-2 6-4,0.038,0.038,53,0.717,0.842,0.467,4.5,1,2,R32,3,1,1
Hard,6-7(6) 6-3 6-3,0.146,0.01,96,0.594,0.737,0.641,5,0.75,4,R32,3,1,0.75
Hard,7-6(5) 7-5,0.125,0.016,64,0.578,0.892,0.63,6,0,1,R32,3,1,1
Hard,6-2 6-2,0.087,0,46,0.674,0.742,0.733,4,1,4,R32,3,1,1
Hard,7-6(2) 7-6(3),0.083,0.031,96,0.552,0.887,0.512,6,1,8,R32,3,1,1
Hard,2-6 7-6(5) 6-4,0.124,0.034,89,0.674,0.817,0.414,5,0.5,4,R32,3,1,0.5
Hard,6-1 6-4,0.052,0,58,0.603,0.714,0.696,4.5,1,4,R32,3,1,1
Hard,6-4 3-6 7-6(4),0.059,0.049,102,0.627,0.75,0.526,5.333,0.5,4,R32,3,1,0.5
Hard,7-6(7) 6-4,0.137,0.041,73,0.685,0.86,0.609,5.5,1,5,R16,3,1,1
Hard,6-1 6-3,0.125,0,48,0.646,0.871,0.471,4,1,2,R16,3,1,1
Hard,6-3 7-5,0.162,0.068,74,0.486,0.75,0.526,5.5,0.75,4,R16,3,1,0.75
Hard,6-7(5) 6-3 6-4,0.098,0,92,0.685,0.794,0.655,5.333,0,0,R16,3,1,1
Hard,6-3 3-6 7-6(3),0.049,0.008,123,0.642,0.734,0.455,5,0.875,16,R16,3,1,0.875
Hard,6-3 6-4,0.136,0.017,59,0.576,0.824,0.68,5,1,4,R16,3,1,1
Hard,6-4 6-4,0.141,0.031,64,0.703,0.778,0.579,5,1,3,R16,3,1,1
Hard,7-5 6-1,0.102,0.082,49,0.551,0.889,0.455,4.5,0.667,3,R16,3,1,0.667
Hard,1-6 7-6(5) 7-5,0.085,0.012,82,0.524,0.698,0.692,5,0.25,4,QF,3,1,0.25
Hard,3-6 6-3 7-6(4),0.045,0,89,0.674,0.717,0.655,5,0.667,9,QF,3,1,0.667
Hard,6-3 6-4,0.226,0.094,53,0.66,0.943,0.444,5,0,0,QF,3,1,1
Hard,7-6(4) 6-3,0.177,0.038,79,0.62,0.857,0.4,5.5,0.833,6,SF,3,1,0.833
Hard,7-6(6) 6-2,0.039,0.013,77,0.753,0.707,0.474,5,0.889,9,SF,3,1,0.889
Hard,6-4 6-3,0.196,0.039,51,0.647,0.818,0.667,4.5,1,4,F,3,1,1
Grass,6-3 3-6 6-3,0.009,0.018,112,0.652,0.644,0.359,4.667,0.688,16,R32,3,1,0.688
Grass,7-6(4) 6-3,0.141,0,78,0.705,0.764,0.348,5.5,0.667,3,R32,3,1,0.667
Grass,6-4 7-6(4),0.105,0.013,76,0.645,0.735,0.556,5.5,0.5,4,R32,3,1,0.5
Grass,6-3 7-6(3),0.118,0.029,68,0.676,0.696,0.727,5.5,0.667,3,R32,3,1,0.667
Grass,4-6 6-3 6-4,0.072,0.021,97,0.546,0.774,0.523,5,0.8,10,R32,3,1,0.8
Grass,6-4 7-6(2),0.041,0.041,73,0.74,0.741,0.632,5.5,0.75,4,R32,3,1,0.75
Grass,6-4 6-2,0.093,0.037,54,0.611,0.788,0.476,4.5,0.667,3,R32,3,1,0.667
Grass,6-4 7-5,0.106,0.03,66,0.621,0.829,0.56,5.5,1,2,R32,3,1,1
Grass,6-3 3-6 6-3,0.118,0.053,76,0.632,0.792,0.571,4.667,0.5,4,R32,3,1,0.5
Grass,7-6(3) 7-5,0.065,0.026,77,0.623,0.854,0.552,6,1,1,R32,3,1,1
Grass,6-3 4-6 6-3,0.045,0.068,88,0.602,0.736,0.429,4.667,0.571,7,R32,3,1,0.571
Grass,6-1 6-3,0,0.02,50,0.58,0.793,0.524,4,0.667,3,R32,3,1,0.667
Grass,6-4 6-3,0.055,0.036,55,0.6,0.758,0.364,4.5,0.571,7,R32,3,1,0.571
Grass,6-3 6-4,0.08,0.04,50,0.64,0.844,0.444,5,0.5,4,R32,3,1,0.5
Grass,2-6 6-4 6-4,0.13,0.15,100,0.47,0.809,0.453,4.667,0.846,13,R32,3,1,0.846
Grass,6-2 6-4,0.122,0,41,0.61,0.88,0.875,4.5,0,0,R16,3,1,1
Grass,6-2 7-5,0.131,0.066,61,0.672,0.732,0.3,5,0.333,6,R16,3,1,0.333
Grass,6-4 6-2,0.204,0.037,54,0.648,0.829,0.474,4.5,0.667,3,R16,3,1,0.667
Grass,6-2 7-6(4),0.259,0.037,54,0.667,0.917,0.611,5,0,0,R16,3,1,1
Grass,7-5 7-6(1),0.013,0,76,0.737,0.696,0.6,6,0.4,5,R16,3,1,0.4
Grass,5-7 6-3 6-3,0.043,0,92,0.739,0.706,0.583,5,0.667,6,R16,3,1,0.667
Grass,7-5 6-3,0.113,0.048,62,0.645,0.85,0.545,5.5,1,1,R16,3,1,1
Grass,6-4 6-2,0.06,0.02,50,0.7,0.743,0.8,4.5,1,1,QF,3,1,1
Grass,6-7(3) 7-6(5) 6-4,0.065,0.04,124,0.629,0.782,0.457,5.667,0.75,4,QF,3,1,0.75
Grass,6-3 4-6 6-3,0,0.034,89,0.719,0.594,0.68,4.667,0.556,9,QF,3,1,0.556
Grass,7-6(3) 6-7(6) 7-6(9),0.035,0.021,143,0.706,0.673,0.667,6,0.75,8,QF,3,1,0.75
Grass,6-3 7-6(3),0.173,0.027,75,0.6,0.8,0.567,5.5,0.8,5,SF,3,1,0.8
Grass,4-6 6-2 7-6(4),0.027,0.027,111,0.703,0.692,0.485,5,0.818,11,SF,3,1,0.818
Grass,2-6 7-6(2) 6-4,0.023,0.012,86,0.709,0.77,0.56,5,0,2,F,3,1,1
Hard,6-3 6-0,0.063,0,48,0.708,0.765,0.5,4,0.667,3,RR,3,1,0.667
Hard,6-2 6-2,0.073,0.024,41,0.585,0.833,0.706,4,0,0,RR,3,1,1
Hard,6-1 6-1,0.108,0.027,37,0.622,0.783,0.571,3.5,0,1,RR,3,1,1
Hard,6-1 6-1,0.152,0,33,0.667,0.955,0.636,3.5,0,0,RR,3,1,1
Hard,6-3 4-6 6-3,0.09,0.051,78,0.487,0.737,0.625,4.667,0.333,3,RR,3,1,0.333
Hard,6-3 6-1,0.098,0.02,51,0.549,0.714,0.696,4,1,6,RR,3,1,1
Hard,6-3 6-2,0.119,0.017,59,0.576,0.794,0.56,4.5,1,3,RR,3,1,1
Hard,6-0 6-1,0,0.028,36,0.389,1,0.636,3.5,0,0,RR,3,1,1
Hard,6-4 6-4,0.015,0.119,67,0.463,0.71,0.5,5,0.667,6,RR,3,1,0.667
Hard,4-6 6-4 6-1,0.06,0.071,84,0.583,0.796,0.429,4.333,0.778,9,RR,3,1,0.778
Hard,6-1 7-6(0),0.067,0.027,75,0.56,0.762,0.606,5,1,4,RR,3,1,1
Hard,6-3 7-5,0.061,0.03,66,0.545,0.778,0.533,5.5,0,1,RR,3,1,1
Hard,6-1 3-6 6-0,0.052,0.034,58,0.586,0.824,0.542,3.667,0.5,4,SF,3,1,0.5
Hard,4-6 7-5 7-6(6),0.037,0,108,0.528,0.719,0.569,5.667,0.5,6,SF,3,1,0.5
Hard,7-5 6-2,0.024,0.024,82,0.72,0.559,0.522,5,0.692,13,R32,3,0,0.692
Hard,6-1 7-6(3),0.015,0.059,68,0.559,0.711,0.333,5,0.6,10,R32,3,0,0.6
Hard,4-6 7-5 7-6(4),0.07,0.04,100,0.72,0.75,0.357,5.667,0,3,R32,3,0,1
Hard,7-5 6-7(3) 6-4,0.076,0.067,105,0.6,0.746,0.524,5.667,0.571,7,R32,3,0,0.571
Hard,7-5 7-6(7),0.145,0.026,76,0.474,0.833,0.45,6,0.571,7,R32,3,0,0.571
Hard,7-5 4-6 6-3,0.073,0.036,110,0.755,0.675,0.444,5,0.867,15,R32,3,0,0.867
Hard,6-2 3-6 7-5,0.045,0.057,88,0.636,0.714,0.438,5,0.429,7,R32,3,0,0.429
Hard,6-0 7-6(1),0.031,0.031,64,0.641,0.561,0.304,4.5,0.444,9,R32,3,0,0.444
Hard,6-3 6-1,0.045,0.045,66,0.667,0.568,0.318,4,0.636,11,R32,3,0,0.636
Hard,6-4 6-2,0.035,0.035,57,0.579,0.727,0.458,4.5,0.5,6,R32,3,0,0.5
Hard,6-1 3-6 6-4,0.011,0.023,87,0.529,0.652,0.488,4.333,0.5,8,R32,3,0,0.5
Hard,6-3 6-4,0,0.02,51,0.667,0.706,0.529,4.5,0.333,3,R32,3,0,0.333
Hard,6-7(5) 6-3 6-1,0.011,0.022,89,0.674,0.583,0.414,4.667,0.462,13,R16,3,0,0.462
Hard,6-7(7) 6-2 6-3,0.053,0.021,94,0.532,0.58,0.455,4.667,0.417,12,R16,3,0,0.417
Hard,7-5 6-4,0.193,0.035,57,0.596,0.676,0.739,5.5,0.667,6,R16,3,0,0.667
Hard,6-7(3) 6-2 6-3,0.1,0.012,80,0.637,0.745,0.517,4.667,0.333,6,R16,3,0,0.333
Hard,6-4 6-2,0.048,0.032,62,0.597,0.73,0.28,4.5,0.7,10,R16,3,0,0.7
Hard,7-6(1) 3-6 6-2,0.049,0.029,102,0.52,0.679,0.571,5,0.75,8,R16,3,0,0.75
Hard,6-3 6-4,0.167,0.056,54,0.537,0.724,0.4,4.5,0.25,4,R16,3,0,0.25
Hard,6-4 6-4,0.053,0.018,57,0.561,0.719,0.56,5,0.4,5,R16,3,0,0.4
Hard,6-3 5-7 6-4,0.025,0,81,0.543,0.727,0.514,5,0,4,QF,3,0,1
Hard,6-4 6-4,0.113,0.042,71,0.592,0.69,0.448,5,0.5,6,QF,3,0,0.5
Hard,6-7(4) 7-6(4) 7-6(5),0.057,0.007,140,0.621,0.701,0.755,6,1,7,QF,3,0,1
Hard,6-1 6-3,0.08,0.04,50,0.6,0.7,0.25,4,0.5,8,QF,3,0,0.5
Hard,6-4 7-6(4),0.04,0,75,0.707,0.66,0.545,5.5,0.727,11,SF,3,0,0.727
Hard,3-6 7-6(2) 6-4,0.049,0.01,102,0.725,0.662,0.679,5.333,0.714,7,SF,3,0,0.714
Hard,7-6(4) 7-6(7),0.054,0.011,93,0.667,0.726,0.613,6,1,10,F,3,0,1
Hard,3-6 6-3 6-3,0.069,0.049,102,0.539,0.655,0.489,4.667,0.5,8,R128,3,0,0.5
Hard,7-6(8) 7-6(2),0.037,0.024,82,0.683,0.696,0.538,6,0,1,R128,3,0,1
Hard,4-6 6-3 6-1,0.168,0.02,101,0.644,0.631,0.417,4.333,0.692,13,R128,3,0,0.692
Hard,6-4 6-4,0.161,0.081,62,0.613,0.737,0.542,5,0.667,6,R128,3,0,0.667
Hard,6-3 6-4,0.178,0.022,45,0.578,0.731,0.632,4.5,0.333,3,R128,3,0,0.333
Hard,1-6 6-1 6-4,0.088,0.044,68,0.515,0.686,0.576,4,0.4,5,R128,3,0,0.4
Hard,1-6 6-2 6-4,0.034,0.023,87,0.575,0.64,0.459,4.333,0.2,5,R128,3,0,0.2
Hard,6-2 6-4,0.034,0.051,59,0.661,0.487,0.6,4.5,0.636,11,R128,3,0,0.636
Hard,6-7(8) 6-1 6-1,0.053,0.043,94,0.553,0.635,0.429,4.333,0.5,12,R128,3,0,0.5
Hard,3-6 6-3 7-6(3),0.101,0.01,99,0.566,0.821,0.512,5,0.889,9,R128,3,0,0.889
Hard,6-0 6-1,0.074,0.037,27,0.63,0.353,0.1,3,0,5,R128,3,0,1
Hard,6-2 6-2,0.019,0.056,54,0.611,0.515,0.333,4,0.286,7,R128,3,0,0.286
Hard,7-6(2) 6-3,0.056,0.042,72,0.611,0.705,0.536,5.5,0.8,10,R128,3,0,0.8
Hard,6-4 7-6(3),0.081,0,74,0.595,0.659,0.533,5.5,0.667,9,R128,3,0,0.667
Hard,7-5 6-4,0.023,0,86,0.535,0.565,0.55,5.5,0.636,11,R128,3,0,0.636
Hard,7-6(3) 7-6(5),0.038,0.013,80,0.625,0.78,0.567,6,0,0,R128,3,0,1
Hard,6-3 6-2,0.017,0.017,58,0.672,0.59,0.474,4,0.5,6,R128,3,0,0.5
Hard,7-5 6-3,0.122,0.041,49,0.571,0.679,0.476,5,0.333,6,R128,3,0,0.333
Hard,7-6(9) 6-1,0.062,0.046,65,0.569,0.676,0.536,5,0.5,6,R128,3,0,0.5
Hard,5-7 7-6(5) 6-3,0.115,0.067,104,0.596,0.71,0.643,5.333,0.778,9,R128,3,0,0.778
Hard,1-6 6-4 7-6(6),0.057,0.041,122,0.475,0.69,0.469,4.667,0.812,16,R128,3,0,0.812
Hard,6-3 6-0,0.078,0.059,51,0.647,0.576,0.167,4,0.545,11,R128,3,0,0.545
Hard,6-4 6-3,0.145,0.048,62,0.548,0.735,0.393,5,0.625,8,R128,3,0,0.625
Hard,4-6 6-4 6-4,0.095,0.107,84,0.536,0.778,0.538,5,0.571,7,R128,3,0,0.571
Hard,6-4 7-6(1),0.014,0.042,72,0.597,0.744,0.483,5.5,0.8,10,R128,3,0,0.8
Hard,1-6 6-2 7-5,0.044,0.033,91,0.527,0.688,0.419,4.667,0.643,14,R128,3,0,0.643
Hard,6-4 7-5,0.028,0.097,72,0.708,0.627,0.333,5.5,0.333,6,R128,3,0,0.333
Hard,7-6(6) 6-4,0.119,0.06,84,0.56,0.745,0.459,5.5,0.75,8,R128,3,0,0.75
Hard,6-7(2) 6-3 6-2,0.071,0.035,85,0.612,0.673,0.485,4.667,0.5,10,R128,3,0,0.5
Hard,4-6 6-1 6-4,0.07,0.06,100,0.55,0.691,0.4,4.333,0.615,13,R128,3,0,0.615
Hard,7-5 3-6 7-6(5),0.026,0.034,116,0.716,0.639,0.576,5.667,0.727,11,R128,3,0,0.727
Hard,6-1 6-3,0.06,0,50,0.74,0.514,0.538,4,0.2,5,R64,3,0,0.2
Hard,6-7(8) 6-0 6-3,0.088,0.154,91,0.505,0.696,0.444,4.333,0.5,10,R64,3,0,0.5
Hard,6-4 6-1,0.019,0.058,52,0.596,0.516,0.524,4,0.4,5,R64,3,0,0.4
Hard,6-4 6-4,0.046,0.046,65,0.462,0.867,0.457,5,0.667,6,R64,3,0,0.667
Hard,6-4 7-6(1),0.032,0.016,62,0.565,0.8,0.667,5.5,0.5,2,R64,3,0,0.5
Hard,6-2 7-5,0.034,0.102,59,0.593,0.571,0.292,5,0.4,10,R64,3,0,0.4
Hard,6-7(5) 7-5 6-3,0.066,0.019,106,0.557,0.746,0.596,5.333,0.5,4,R64,3,0,0.5
Hard,7-5 3-6 7-6(2),0.095,0.043,116,0.672,0.667,0.474,5.667,0.6,10,R64,3,0,0.6
Hard,6-0 3-6 6-3,0.057,0.029,70,0.6,0.595,0.429,4,0.167,6,R64,3,0,0.167
Hard,6-2 7-6(5),0.13,0.052,77,0.442,0.824,0.395,5,0.75,8,R64,3,0,0.75
Hard,6-4 6-2,0.03,0.03,67,0.612,0.512,0.577,4.5,0.636,11,R64,3,0,0.636
Hard,6-1 6-7(3) 6-3,0.053,0.013,75,0.68,0.784,0.417,4.333,0.2,5,R64,3,0,0.2
Hard,6-7(5) 6-3 6-4,0.074,0.053,94,0.649,0.672,0.606,5,0.333,6,R64,3,0,0.333
Hard,6-4 6-4,0.129,0.032,62,0.468,0.793,0.515,5,0.667,6,R64,3,0,0.667
Hard,7-6(5) 3-6 6-3,0.064,0.028,109,0.541,0.576,0.6,5,0.6,10,R64,3,0,0.6
Hard,7-6(5) 6-1,0.039,0.092,76,0.289,0.818,0.444,5,0.333,6,R64,3,0,0.333
Hard,6-4 7-6(4),0.191,0.015,68,0.647,0.818,0.458,5.5,0.667,3,R64,3,0,0.667
Hard,7-6(4) 6-7(3) 6-2,0.053,0.088,113,0.681,0.714,0.417,5.333,0.636,11,R64,3,0,0.636
Hard,6-4 6-3,0,0,56,0.625,0.686,0.476,5,0.25,4,R64,3,0,0.25
Hard,7-6(7) 6-4,0.038,0.019,106,0.547,0.707,0.458,5.5,0.769,13,R64,3,0,0.769
Hard,6-1 6-7(5) 6-3,0.034,0.045,89,0.629,0.714,0.515,4.333,0.625,8,R64,3,0,0.625
Hard,6-4 6-1,0.085,0.085,59,0.542,0.625,0.185,4.5,0.455,11,R64,3,0,0.455
Hard,7-6(8) 4-6 6-4,0.052,0.052,115,0.435,0.64,0.492,5.333,0.571,14,R64,3,0,0.571
Hard,6-4 6-0,0.023,0.116,43,0.349,0.6,0.536,4,0.556,9,R64,3,0,0.556
Hard,3-6 6-0 6-1,0.036,0.084,83,0.566,0.511,0.444,3.667,0.625,16,R64,3,0,0.625
Hard,6-2 7-6(3),0.143,0.048,63,0.698,0.636,0.579,5,0.6,5,R64,3,0,0.6
Hard,3-6 7-6(1) 7-6(5),0.071,0.01,98,0.51,0.78,0.604,5.333,0,1,R64,3,0,1
Hard,6-2 6-4,0.019,0.057,53,0.623,0.697,0.35,4.5,0.5,6,R64,3,0,0.5
Hard,6-4 7-6(8),0.014,0.054,74,0.703,0.731,0.318,5.5,0.571,7,R64,3,0,0.571
Hard,6-4 4-6 7-5,0.133,0.095,105,0.486,0.706,0.556,5.333,0.667,9,R64,3,0,0.667
Hard,6-3 6-2,0.109,0.073,55,0.473,0.538,0.483,4.5,0.5,8,R64,3,0,0.5
Hard,6-4 6-3,0.041,0.041,49,0.51,0.72,0.375,4.5,0,3,R64,3,0,1
Hard,6-1 6-0,0.091,0.023,44,0.568,0.44,0.263,3.5,0.143,7,R32,3,0,0.143
Hard,4-6 6-3 6-3,0.033,0.022,92,0.707,0.6,0.556,4.667,0.429,7,R32,3,0,0.429
Hard,6-1 6-2,0,0.02,50,0.46,0.783,0.222,3.5,0.429,7,R32,3,0,0.429
Hard,6-3 7-5,0.2,0.017,60,0.517,0.742,0.483,5,0.625,8,R32,3,0,0.625
Hard,7-5 6-4,0.012,0,81,0.691,0.589,0.56,5.5,0.7,10,R32,3,0,0.7
Hard,3-6 6-0 7-6(5),0.06,0.03,100,0.66,0.667,0.441,4.667,0.545,11,R32,3,0,0.545
Hard,7-5 6-3,0.121,0.034,58,0.69,0.775,0.5,5,0.6,5,R32,3,0,0.6
Hard,6-2 6-4,0,0.072,69,0.536,0.703,0.281,4.5,0.444,9,R32,3,0,0.444
Hard,6-3 6-3,0.103,0.029,68,0.603,0.659,0.407,4.5,0.667,9,R32,3,0,0.667
