podloga,rezultat,broj_asova,duple_servis_greske,broj_servis_poena ,ubacenih_prvih_servisa,osvojenih_prvih_servisa,osvojenih_drugih_servisa,broj_servis_gemova,sacuvanih_brejk_lopti,suocenih_brejk_lopti,nivo_takmicenja,best_of,pobedio,sacuvanih_br_lopti_modified
Clay,6-1 7-6(4),0,0.04,37.5,0.547,0.253,0.24,5,0.615,6.5,R16,3,0,0.615
Clay,4-6 7-5 6-0,0.073,0.037,27.333,0.5,0.329,0.244,4.667,0.583,4,QF,3,0,0.583
Clay,6-4 6-7(10) 7-6(9),0.061,0.069,43.667,0.55,0.405,0.198,5.667,0.667,4,QF,3,0,0.667
Clay,7-6(4) 1-6 6-4,0.138,0.046,29,0.586,0.437,0.241,5,0.667,3,QF,3,0,0.667
Clay,6-3 4-6 6-2,0.014,0.029,23,0.522,0.391,0.203,4.333,0.2,1.667,QF,3,0,0.2
Clay,1-6 6-2 7-5,0,0.066,30.333,0.615,0.396,0.165,4.667,0.444,3,SF,3,0,0.444
Clay,7-5 6-1,0,0.052,29,0.534,0.241,0.155,5,0.222,4.5,SF,3,0,0.222
Clay,6-2 6-3,0,0.017,30,0.733,0.383,0.133,4,0.667,6,F,3,0,0.667
Grass,6-7(5) 6-3 7-6(8),0.228,0.011,30.667,0.707,0.587,0.174,5.333,0,0.667,R32,3,0,1
Grass,6-1 5-7 6-3,0.08,0.057,29,0.552,0.345,0.218,4.667,0.615,4.333,R32,3,0,0.615
Grass,4-6 6-3 6-2,0.08,0.057,29,0.609,0.391,0.172,4.333,0.636,3.667,R32,3,0,0.636
Grass,6-7(5) 7-6(1) 6-4,0.079,0.09,29.667,0.573,0.494,0.292,5.667,0,0.333,R32,3,0,1
Grass,6-3 7-5,0.085,0.028,35.5,0.676,0.465,0.113,5,0.5,3,R32,3,0,0.5
Grass,6-7(5) 6-3 6-2,0.115,0.064,26,0.603,0.5,0.192,4.667,0,1,R32,3,0,1
Grass,6-3 6-7(7) 6-4,0.021,0.032,31.333,0.553,0.426,0.245,5,0.6,1.667,R32,3,0,0.6
Grass,6-7(6) 6-1 6-2,0.141,0.129,28.333,0.576,0.4,0.176,4.667,0.333,3,R32,3,0,0.333
Grass,6-3 6-4,0.019,0.111,27,0.444,0.296,0.204,4.5,0.333,3,R32,3,0,0.333
Grass,6-1 7-5,0.051,0.017,29.5,0.593,0.339,0.136,4.5,0.375,4,R32,3,0,0.375
Grass,6-3 3-6 6-2,0.073,0.073,27.333,0.671,0.488,0.146,4.333,0.571,2.333,R32,3,0,0.571
Grass,6-2 6-0,0.017,0.085,29.5,0.542,0.322,0.136,3.5,0.583,6,R32,3,0,0.583
Grass,7-6(3) 7-6(1),0.076,0.054,46,0.641,0.38,0.207,6,0.75,4,R32,3,0,0.75
Grass,7-6(4) 6-3,0.107,0.053,37.5,0.52,0.373,0.267,5,0.833,3,R32,3,0,0.833
Grass,6-2 4-6 7-5,0.154,0.067,34.667,0.635,0.452,0.125,5,0.545,3.667,R32,3,0,0.545
Grass,7-6(4) 6-7(6) 6-4,0.107,0.019,34.333,0.602,0.476,0.252,5.667,0.667,1,R32,3,0,0.667
Grass,6-4 6-3,0.035,0.018,28.5,0.491,0.246,0.298,5,0,1.5,R16,3,0,1
Grass,1-6 6-3 6-2,0.13,0.043,23,0.623,0.435,0.145,4,0.429,2.333,R16,3,0,0.429
Grass,6-3 6-1,0.036,0.073,27.5,0.473,0.218,0.236,4,0.583,6,R16,3,0,0.583
Grass,6-4 6-4,0.1,0.117,30,0.55,0.433,0.2,5,0.5,2,R16,3,0,0.5
Grass,7-6(5) 6-7(6) 7-6(7),0.015,0.038,44.333,0.647,0.474,0.18,6,0.7,3.333,R16,3,0,0.7
Grass,3-6 7-6(4) 6-4,0.083,0.028,36.333,0.606,0.459,0.239,5.333,0.833,2,R16,3,0,0.833
Grass,6-2 4-6 6-4,0.233,0.144,30,0.567,0.444,0.2,4.667,0.727,3.667,R16,3,0,0.727
Grass,6-4 7-6(4),0.091,0.045,33,0.53,0.424,0.288,5.5,0.75,2,R16,3,0,0.75
Grass,2-6 7-6(8) 7-6(2),0.076,0.042,39.667,0.555,0.429,0.21,5.333,0.875,5.333,QF,3,0,0.875
Grass,6-3 6-7(2) 6-3,0.054,0,30.667,0.663,0.467,0.196,4.667,0.5,1.333,QF,3,0,0.5
Grass,7-6(3) 6-3,0.088,0.053,28.5,0.702,0.544,0.175,5,0.5,1,QF,3,0,0.5
Grass,6-4 7-6(4),0.079,0.013,38,0.645,0.421,0.184,5.5,0.333,1.5,SF,3,0,0.333
Grass,7-6(3) 6-4,0.056,0.083,36,0.528,0.361,0.292,5.5,0.75,4,SF,3,0,0.75
Grass,7-6(5) 5-7 7-6(2),0.176,0.037,36,0.676,0.583,0.185,6,1,0.333,F,3,0,1
Clay,6-4 7-6(1),0.029,0.029,34.5,0.71,0.464,0.13,5.5,0,1,R32,3,0,1
Clay,6-0 6-4,0.017,0.117,30,0.6,0.35,0.133,4,0.556,4.5,R32,3,0,0.556
Clay,6-2 7-5,0.056,0.07,35.5,0.535,0.366,0.211,5,0.769,6.5,R32,3,0,0.769
Clay,7-5 6-2,0.086,0.086,29,0.603,0.431,0.155,5,0.5,3,R32,3,0,0.5
Clay,6-1 6-4,0.122,0.02,24.5,0.571,0.367,0.163,4,0.429,3.5,R32,3,0,0.429
Clay,6-2 6-3,0.018,0.091,27.5,0.6,0.345,0.2,4,0.5,3,R32,3,0,0.5
Clay,6-1 6-2,0.064,0.064,23.5,0.489,0.298,0.213,3.5,0.429,3.5,R32,3,0,0.429
Clay,1-6 7-6(1) 6-4,0.011,0.022,30.667,0.598,0.38,0.239,5,0.4,1.667,R32,3,0,0.4
Clay,6-4 6-2,0.063,0.021,24,0.563,0.354,0.208,4.5,0.4,2.5,R32,3,0,0.4
Clay,6-3 6-2,0.051,0.085,29.5,0.475,0.322,0.22,4,0.571,3.5,R32,3,0,0.571
Clay,6-1 6-2,0.06,0.04,25,0.54,0.34,0.12,4,0.5,5,R32,3,0,0.5
Clay,6-1 6-1,0,0.087,23,0.609,0.239,0.13,3.5,0.455,5.5,R16,3,0,0.455
Clay,6-7(6) 6-3 7-6(4),0.067,0.042,39.667,0.647,0.429,0.176,5.333,0.5,2.667,R16,3,0,0.5
Clay,7-5 6-2,0.045,0.045,44.5,0.607,0.326,0.236,5,0.667,4.5,R16,3,0,0.667
Clay,6-3 6-2,0.035,0.053,28.5,0.439,0.263,0.211,4,0.556,4.5,R16,3,0,0.556
Clay,7-6(3) 6-4,0.109,0.016,32,0.641,0.484,0.203,5.5,0.667,3,R16,3,0,0.667
Clay,6-3 6-4,0.058,0.058,26,0.519,0.365,0.231,4.5,0.5,3,R16,3,0,0.5
Clay,6-2 6-3,0.065,0.016,31,0.581,0.403,0.145,4,0.7,5,R16,3,0,0.7
Clay,2-6 6-4 6-1,0,0.014,24.667,0.757,0.514,0.122,4,0.7,3.333,R16,3,0,0.7
Clay,6-7(7) 6-4 7-6(1),0.034,0.026,39,0.581,0.385,0.239,5.667,0.667,4,QF,3,0,0.667
Clay,3-6 6-4 6-1,0.034,0.011,29,0.632,0.402,0.149,4.333,0.643,4.667,QF,3,0,0.643
Clay,6-4 3-6 6-2,0.025,0.013,26.667,0.7,0.538,0.125,4.667,0.625,2.667,QF,3,0,0.625
Clay,7-6(4) 6-4,0,0.015,34,0.735,0.5,0.176,5.5,0.75,2,QF,3,0,0.75
Clay,6-4 6-2,0.061,0.061,24.5,0.571,0.367,0.204,4.5,0.25,2,SF,3,0,0.25
Clay,6-3 6-7(5) 6-3,0.089,0.089,33.667,0.584,0.465,0.168,5.333,0.429,2.333,SF,3,0,0.429
Clay,7-5 6-2,0.029,0.101,34.5,0.594,0.319,0.145,5,0.5,6,F,3,0,0.5
Grass,6-0 6-2,0.04,0.04,25,0.54,0.3,0.16,3.5,0.375,4,R64,3,0,0.375
Grass,6-3 6-2,0,0.023,22,0.682,0.477,0.114,4,0,1.5,R64,3,0,1
Grass,6-1 6-7(5) 6-2,0.053,0.067,25,0.6,0.4,0.16,4.333,0.167,2,R64,3,0,0.167
Grass,6-4 7-6(6),0.07,0,35.5,0.718,0.535,0.169,5.5,0.5,1,R64,3,0,0.5
Grass,1-6 7-6(3) 6-1,0.082,0.041,32.667,0.48,0.357,0.224,4.667,0.667,4,R64,3,0,0.667
Grass,6-1 6-4,0.136,0.051,29.5,0.559,0.373,0.186,4,0.667,4.5,R64,3,0,0.667
Grass,6-4 6-3,0.042,0.014,36,0.653,0.361,0.181,5,0.5,4,R64,3,0,0.5
Grass,7-6(4) 7-6(5),0.084,0.053,47.5,0.526,0.4,0.263,6,0.917,6,R64,3,0,0.917
Grass,6-4 6-4,0,0.035,28.5,0.632,0.421,0.193,5,0.4,2.5,R64,3,0,0.4
Grass,6-4 6-4,0.076,0.121,33,0.606,0.394,0.182,5,0.5,3,R64,3,0,0.5
Grass,6-1 6-4,0.017,0.052,29,0.638,0.379,0.121,4,0.6,5,R64,3,0,0.6
Grass,7-5 6-4,0.042,0.028,36,0.597,0.431,0.167,5.5,0.625,4,R64,3,0,0.625
Grass,6-1 1-6 6-1,0.042,0.07,23.667,0.535,0.338,0.141,3.667,0.5,4,R64,3,0,0.5
Grass,7-6(1) 7-6(3),0.139,0.013,39.5,0.722,0.544,0.114,6,0.667,1.5,R64,3,0,0.667
Grass,6-2 7-6(4),0.03,0.075,33.5,0.537,0.448,0.209,5,0.6,2.5,R32,3,0,0.6
Grass,6-7(7) 6-3 6-4,0.075,0,31,0.645,0.484,0.215,5,0.5,1.333,R32,3,0,0.5
Grass,6-3 6-7(4) 6-1,0.057,0.011,29,0.678,0.471,0.126,4.333,0.625,2.667,R32,3,0,0.625
Grass,7-6(4) 6-4,0.153,0.034,29.5,0.525,0.424,0.271,5.5,0,1,R32,3,0,1
Grass,6-3 6-1,0,0.068,22,0.568,0.318,0.205,4,0.333,3,R32,3,0,0.333
Grass,6-1 6-3,0.041,0.061,24.5,0.673,0.347,0.163,4,0.2,2.5,R32,3,0,0.2
Grass,6-1 6-2,0.049,0,20.5,0.756,0.439,0.049,3.5,0.333,3,R32,3,0,0.333
Grass,6-4 6-2,0.164,0.091,27.5,0.709,0.491,0.073,4.5,0.25,2,R32,3,0,0.25
Grass,6-3 6-1,0,0.016,32,0.563,0.297,0.219,4,0.556,4.5,R32,3,0,0.556
Grass,7-6(5) 6-7(5) 6-4,0.03,0.03,44.333,0.722,0.466,0.135,5.667,0.765,5.667,R32,3,0,0.765
Grass,6-4 6-3,0.08,0.02,25,0.62,0.48,0.2,4.5,0.6,2.5,R32,3,0,0.6
Grass,6-3 6-3,0.113,0,35.5,0.507,0.296,0.254,4.5,0.727,5.5,R32,3,0,0.727
Grass,7-5 6-4,0,0.061,33,0.682,0.409,0.121,5.5,0.5,5,R32,3,0,0.5
Grass,7-6(4) 6-4,0.039,0.039,38,0.724,0.5,0.145,5.5,0.833,3,R32,3,0,0.833
Grass,6-7(5) 6-3 7-6(3),0.233,0.049,34.333,0.631,0.515,0.194,5.333,0.667,1,R32,3,0,0.667
Grass,4-6 7-6(3) 7-6(0),0.063,0.016,42,0.667,0.381,0.198,5.667,0.636,3.667,R32,3,0,0.636
Grass,6-3 6-3,0.038,0.057,26.5,0.547,0.358,0.189,4.5,0.25,2,R16,3,0,0.25
Grass,3-6 6-4 6-4,0.062,0.025,27,0.617,0.457,0.198,4.667,0.5,2,R16,3,0,0.5
Grass,7-6(2) 7-6(5),0.077,0.013,39,0.692,0.462,0.218,6,0.8,2.5,R16,3,0,0.8
Grass,7-5 6-4,0.045,0.034,44.5,0.64,0.337,0.202,5.5,0.556,4.5,R16,3,0,0.556
Grass,6-3 6-3,0.021,0.064,23.5,0.489,0.362,0.234,4.5,0.4,2.5,R16,3,0,0.4
Grass,6-3 6-2,0.128,0.021,23.5,0.596,0.404,0.17,4,0.5,3,R16,3,0,0.5
Grass,7-6(7) 7-6(3),0.137,0.042,47.5,0.642,0.505,0.179,6,1,3.5,R16,3,0,1
Grass,6-4 6-1,0.034,0.034,29,0.69,0.414,0.121,4.5,0.333,3,R16,3,0,0.333
Grass,6-4 6-4,0.051,0.034,29.5,0.678,0.458,0.186,5,0.778,4.5,QF,3,0,0.778
Grass,6-3 6-7(8) 7-6(6),0.067,0.019,34.667,0.712,0.567,0.154,5.333,0.667,1,QF,3,0,0.667
Grass,6-4 4-6 7-6(4),0.083,0.019,36,0.759,0.537,0.074,5.333,0.727,3.667,QF,3,0,0.727
Grass,5-7 7-6(8) 6-4,0.071,0.02,33,0.576,0.455,0.263,5.667,0.5,2,QF,3,0,0.5
Grass,4-6 6-3 7-5,0.069,0.02,33.667,0.673,0.475,0.158,5,0.7,3.333,SF,3,0,0.7
Grass,7-6(1) 7-6(6),0.14,0.07,43,0.64,0.512,0.128,6,0.5,2,F,3,0,0.5
Clay,7-6(2) 6-4,0.111,0.016,31.5,0.698,0.508,0.143,5.5,0.4,2.5,R32,3,0,0.4
Clay,6-4 7-6(5),0.044,0.044,34,0.647,0.426,0.176,5.5,0.4,2.5,R32,3,0,0.4
Clay,6-3 6-4,0.042,0.021,24,0.521,0.313,0.271,4.5,0.429,3.5,R32,3,0,0.429
Clay,6-7(2) 6-4 6-1,0.097,0.054,31,0.559,0.409,0.161,4.667,0.455,3.667,R32,3,0,0.455
Clay,7-5 6-2,0.029,0.043,35,0.571,0.271,0.186,5,0.538,6.5,R32,3,0,0.538
Clay,6-3 6-7(5) 6-3,0.156,0.078,30,0.589,0.467,0.167,4.667,0.778,3,R32,3,0,0.778
Clay,7-5 6-4,0.027,0.014,36.5,0.548,0.315,0.219,5.5,0.5,4,R32,3,0,0.5
Clay,6-2 6-2,0.07,0.047,21.5,0.628,0.372,0.14,4,0.333,3,R32,3,0,0.333
Clay,6-7(2) 7-5 6-4,0.089,0.089,37.333,0.509,0.366,0.232,5.667,0.6,3.333,R32,3,0,0.6
Clay,7-6(3) 6-3,0.125,0.107,28,0.518,0.429,0.268,5,0,1,R32,3,0,1
Clay,6-3 6-4,0,0.071,28,0.536,0.339,0.214,4.5,0.25,2,R32,3,0,0.25
Clay,1-6 7-6(6) 6-4,0.111,0.071,33,0.515,0.434,0.202,5,0.714,2.333,R16,3,0,0.714
Clay,6-1 6-3,0.081,0.048,31,0.5,0.21,0.194,4,0.563,8,R16,3,0,0.563
Clay,6-1 6-2,0.024,0.119,21,0.595,0.333,0.071,3.5,0.375,4,R16,3,0,0.375
Clay,6-0 6-2,0,0,25.5,0.667,0.275,0.118,3.5,0.6,7.5,R16,3,0,0.6
Clay,4-6 6-2 6-2,0.023,0.012,28.667,0.616,0.326,0.163,4.333,0.333,3,R16,3,0,0.333
Clay,6-3 7-5,0.133,0,30,0.583,0.35,0.2,5,0.5,4,R16,3,0,0.5
Clay,7-6(4) 7-5,0.038,0.051,39,0.731,0.449,0.115,6,0.429,3.5,R16,3,0,0.429
Clay,7-6(0) 6-4,0.043,0.071,35,0.614,0.4,0.129,5.5,0.333,3,QF,3,0,0.333
Clay,6-3 0-6 6-3,0.057,0.071,23.333,0.6,0.371,0.186,4,0.375,2.667,QF,3,0,0.375
Clay,6-3 6-4,0.055,0.036,27.5,0.509,0.327,0.309,4.5,0.667,3,QF,3,0,0.667
Clay,6-0 7-6(6),0.039,0.053,38,0.539,0.342,0.224,4.5,0.625,4,SF,3,0,0.625
Clay,6-4 6-3,0.098,0.059,25.5,0.529,0.373,0.196,4.5,0.5,4,SF,3,0,0.5
Clay,2-6 6-2 6-2,0.027,0.068,24.333,0.548,0.397,0.205,4,0.5,2.667,F,3,0,0.5
Hard,6-3 6-2 6-4,0.135,0.034,29.667,0.596,0.393,0.191,4.333,0.5,2.667,R128,5,0,0.5
Hard,6-1 3-6 6-3 7-6(3),0.009,0.019,26.75,0.729,0.514,0.121,4.5,0.429,1.75,R128,5,0,0.429
Hard,1-6 6-4 4-6 6-3 6-3,0.032,0.039,31,0.561,0.394,0.194,4.6,0.5,2.4,R128,5,0,0.5
Hard,2-6 6-0 7-6(6) 6-3,0.05,0.033,30.25,0.62,0.405,0.149,4.5,0.571,3.5,R128,5,0,0.571
Hard,7-6(5) 6-4 6-4,0.045,0.018,36.667,0.609,0.418,0.255,5.333,0.714,2.333,R128,5,0,0.714
Hard,6-4 7-5 4-6 6-3,0.051,0.029,34.25,0.693,0.46,0.131,5.25,0.5,3,R128,5,0,0.5
Hard,6-4 7-6(5) 7-6(3),0.058,0.008,40.333,0.702,0.521,0.149,5.667,0.875,2.667,R128,5,0,0.875
Hard,4-6 6-2 6-3 7-6(5),0.096,0.044,33.75,0.489,0.37,0.222,4.75,0.556,2.25,R128,5,0,0.556
Hard,3-6 6-2 4-6 6-2 10-8,0.067,0.044,36,0.611,0.394,0.211,5.4,0.682,4.4,R128,5,0,0.682
Hard,7-6(7) 6-3 6-2,0.055,0.046,36.333,0.725,0.45,0.119,4.667,0.667,4,R128,5,0,0.667
Hard,7-6(5) 2-6 6-3 7-5,0.021,0.042,35.5,0.577,0.359,0.197,5,0.6,3.75,R128,5,0,0.6
Hard,6-7(3) 3-6 6-4 6-1 6-4,0.042,0.042,28.8,0.569,0.403,0.243,4.8,0.583,2.4,R128,5,0,0.583
Hard,7-5 5-7 6-2 6-4,0.12,0.009,29.25,0.632,0.462,0.205,5.25,0.375,2,R128,5,0,0.375
Hard,6-3 1-6 6-0 6-4,0.067,0.042,29.75,0.639,0.403,0.118,4,0.632,4.75,R128,5,0,0.632
Hard,6-4 4-6 6-3 6-2,0.099,0.066,30.25,0.587,0.446,0.157,4.5,0.643,3.5,R128,5,0,0.643
Hard,7-6(3) 7-6(3) 6-3,0.052,0.073,32,0.531,0.438,0.26,5.333,0.5,0.667,R128,5,0,0.5
Hard,6-1 6-4 6-2,0.034,0.069,29,0.598,0.356,0.172,4,0.5,3.333,R128,5,0,0.5
Hard,6-2 6-2 7-5,0.023,0.035,28.667,0.64,0.384,0.128,4.667,0.417,4,R128,5,0,0.417
Hard,6-1 6-2 7-6(6),0.054,0.054,31,0.656,0.409,0.118,4.333,0.455,3.667,R128,5,0,0.455
Hard,7-6(1) 6-3 6-1,0.08,0.05,33.333,0.63,0.41,0.13,4.667,0.5,3.333,R128,5,0,0.5
Hard,6-4 6-3 6-2,0.178,0.041,24.333,0.493,0.37,0.233,4.333,0.556,3,R128,5,0,0.556
Hard,6-3 6-7(5) 2-6 6-4 6-4,0.184,0.051,27.2,0.603,0.471,0.199,4.8,0.5,1.6,R128,5,0,0.5
Hard,4-6 6-2 6-3 6-4,0.027,0.089,28,0.598,0.438,0.17,4.5,0.545,2.75,R128,5,0,0.545
Hard,6-7(2) 6-2 6-0 6-3,0.034,0.034,29.25,0.53,0.291,0.248,4.5,0.2,2.5,R128,5,0,0.2
Hard,6-3 4-6 6-4 6-7(3) 6-4,0.023,0,34.2,0.626,0.421,0.199,5.2,0.6,3,R128,5,0,0.6
Hard,6-3 6-4 6-4,0.076,0.065,30.667,0.511,0.326,0.25,4.667,0.615,4.333,R128,5,0,0.615
Hard,6-1 6-3 6-4,0.132,0.039,25.333,0.592,0.408,0.105,4.333,0.25,2.667,R128,5,0,0.25
Hard,6-3 6-2 6-2,0.058,0.014,23,0.638,0.333,0.145,4,0.5,4,R128,5,0,0.5
Hard,6-4 6-4 6-3,0.048,0.038,35,0.552,0.333,0.257,5,0.6,3.333,R128,5,0,0.6
Hard,6-4 7-5 6-4,0.057,0.041,41,0.585,0.374,0.179,5.333,0.455,3.667,R128,5,0,0.455
Hard,6-4 7-6(1) 6-2,0.127,0.051,39.333,0.61,0.39,0.153,5,0.647,5.667,R128,5,0,0.647
Hard,6-3 7-6(1) 6-3,0.088,0.038,26.667,0.563,0.338,0.238,4.667,0.375,2.667,R128,5,0,0.375
Hard,6-1 6-4 6-2,0.014,0.014,24.333,0.603,0.329,0.164,4,0.333,3,R128,5,0,0.333
Hard,6-3 3-6 6-2 6-3,0.056,0.046,27,0.62,0.435,0.176,4.25,0.333,1.5,R128,5,0,0.333
Hard,6-3 6-3 6-2,0,0.081,24.667,0.581,0.338,0.162,4.333,0.333,3,R128,5,0,0.333
Hard,6-2 6-2 6-1,0.1,0.075,26.667,0.613,0.325,0.163,4,0.417,4,R128,5,0,0.417
Hard,7-5 6-7(1) 6-3 6-2,0.025,0.017,29.75,0.563,0.395,0.21,5,0.4,2.5,R128,5,0,0.4
Hard,6-3 7-6(4) 6-4,0.053,0,31.333,0.638,0.415,0.234,5,0.778,3,R128,5,0,0.778
Hard,5-7 6-0 1-6 7-6(2) 8-6,0.182,0.113,31.8,0.516,0.415,0.195,5,0.462,2.6,R128,5,0,0.462
Hard,7-6(5) 7-5 5-7 6-4,0.047,0.012,42.5,0.524,0.359,0.265,5.75,0.722,4.5,R128,5,0,0.722
Hard,2-6 6-4 7-6(2) 6-7(6) 6-4,0.08,0.034,35.2,0.602,0.432,0.222,5.2,0.643,2.8,R128,5,0,0.643
Hard,6-2 5-7 7-6(7) 3-6 6-2,0.045,0.052,30.8,0.734,0.455,0.156,5,0.143,1.4,R128,5,0,0.143
Hard,6-1 6-3 6-1,0.035,0.035,28.667,0.547,0.302,0.174,3.667,0.455,3.667,R128,5,0,0.455
Hard,4-6 6-2 6-7(4) 6-3 6-4,0.068,0.037,32.2,0.689,0.491,0.137,4.8,0.773,4.4,R128,5,0,0.773
Hard,6-4 4-6 3-6 6-3 7-5,0.068,0.037,32.2,0.516,0.373,0.199,5,0.529,3.4,R128,5,0,0.529
Hard,7-6(2) 7-5 6-4,0.042,0.034,39.667,0.622,0.387,0.193,5.667,0.615,4.333,R128,5,0,0.615
Hard,6-3 6-2 6-2,0.059,0.059,28.333,0.553,0.329,0.176,4.333,0.455,3.667,R128,5,0,0.455
Hard,6-3 6-4 7-6(3),0.044,0.026,38,0.667,0.404,0.158,5,0.333,2,R128,5,0,0.333
Hard,6-4 6-7(5) 4-6 7-5 6-3,0.062,0.039,35.6,0.494,0.337,0.275,5.2,0.727,4.4,R128,5,0,0.727
Hard,6-4 7-6(5) 6-4,0.031,0.077,43.333,0.554,0.354,0.223,5.333,0.765,5.667,R128,5,0,0.765
Hard,7-6(6) 6-2 6-4,0.028,0.056,36,0.537,0.37,0.194,5,0.5,3.333,R128,5,0,0.5
Hard,6-3 6-3 5-7 6-0,0.026,0.046,38.25,0.627,0.34,0.157,4.5,0.609,5.75,R128,5,0,0.609
Hard,6-2 6-7(5) 3-6 6-4 6-4,0.039,0.022,36.2,0.58,0.354,0.227,4.8,0.696,4.6,R128,5,0,0.696
Hard,4-6 6-2 7-5 6-7(4) 6-1,0.044,0.022,36.6,0.623,0.388,0.191,5,0.55,4,R128,5,0,0.55
Hard,6-2 6-3 6-2,0.029,0.1,23.333,0.671,0.429,0.1,4,0.545,3.667,R128,5,0,0.545
Hard,6-2 6-3 2-6 7-6(3),0.039,0.024,31.75,0.622,0.394,0.205,4.5,0.692,3.25,R128,5,0,0.692
Hard,7-6(2) 3-6 6-3 6-7(5) 6-3,0.085,0.03,33,0.667,0.497,0.17,5,0.786,2.8,R128,5,0,0.786
Hard,6-4 6-2 6-4,0.082,0.071,28.333,0.6,0.4,0.212,4.667,0.636,3.667,R128,5,0,0.636
Hard,3-6 6-4 7-5 6-4,0.081,0.009,27.75,0.631,0.441,0.225,5,0.5,1.5,R128,5,0,0.5
Hard,5-7 6-3 2-6 6-1 6-4,0.118,0.007,28.8,0.597,0.451,0.174,4.6,0.722,3.6,R128,5,0,0.722
Hard,6-3 3-6 6-3 6-1,0.056,0.016,31.25,0.64,0.36,0.168,4.25,0.6,5,R128,5,0,0.6
Hard,6-4 6-2 7-5,0.01,0.021,32.333,0.588,0.361,0.227,5,0.714,4.667,R128,5,0,0.714
Hard,6-0 6-1 6-4,0.025,0.038,26.667,0.488,0.3,0.15,3.667,0.462,4.333,R64,5,0,0.462
Hard,6-3 6-2 7-6(3),0.033,0,30.667,0.609,0.424,0.174,4.667,0.556,3,R64,5,0,0.556
Hard,6-4 7-6(4) 4-6 6-4,0.164,0.063,32,0.648,0.484,0.211,5.25,0.6,1.25,R64,5,0,0.6
Hard,7-6(5) 1-6 7-5 6-1,0.14,0.028,26.75,0.645,0.523,0.215,4.75,0.5,1.5,R64,5,0,0.5
Hard,6-4 1-6 6-7(3) 6-3 6-3,0.13,0.026,30.8,0.669,0.513,0.123,4.8,0.647,3.4,R64,5,0,0.647
Hard,2-6 1-6 6-3 6-4 6-2,0.112,0.032,25,0.528,0.352,0.272,4.2,0.545,2.2,R64,5,0,0.545
Hard,6-4 7-6(3) 6-3,0.044,0.044,30.333,0.703,0.56,0.132,5,0.5,1.333,R64,5,0,0.5
Hard,7-6(4) 7-6(4) 6-3,0.16,0.03,33.333,0.56,0.41,0.29,5.333,0.714,2.333,R64,5,0,0.714
Hard,7-6(4) 7-5 7-5,0.1,0.058,40,0.625,0.45,0.15,6,0.688,5.333,R64,5,0,0.688
Hard,6-7(3) 7-6(4) 6-3 6-4,0.081,0.03,33.75,0.541,0.422,0.237,5.25,0.6,2.5,R64,5,0,0.6
Hard,6-1 6-3 6-3,0.066,0.053,25.333,0.566,0.342,0.118,4,0.4,3.333,R64,5,0,0.4
Hard,5-7 6-3 6-4 6-2,0.111,0.043,29.25,0.658,0.427,0.179,4.75,0.615,3.25,R64,5,0,0.615
Hard,7-6(5) 6-2 6-4,0.063,0.021,31.667,0.568,0.379,0.232,5,0.5,3.333,R64,5,0,0.5
Hard,6-3 6-4 6-2,0.033,0.033,30,0.656,0.411,0.133,4.333,0.545,3.667,R64,5,0,0.545
Hard,4-6 7-5 6-2 7-6(0),0.129,0.017,29,0.629,0.491,0.121,5.25,0.286,1.75,R64,5,0,0.286
Hard,7-6(0) 6-2 6-2,0.052,0.042,32,0.615,0.354,0.167,4.667,0.4,3.333,R64,5,0,0.4
Hard,6-4 4-6 6-4 6-0,0.054,0.027,27.75,0.613,0.36,0.234,4.5,0.571,3.5,R64,5,0,0.571
Hard,6-7(5) 6-4 7-6(6) 7-6(5),0.127,0.02,37.5,0.693,0.527,0.2,5.75,0.75,2,R64,5,0,0.75
Hard,3-6 6-3 7-5 3-6 6-1,0.113,0.032,24.8,0.629,0.508,0.161,4.6,0.5,1.6,R64,5,0,0.5
Hard,6-2 6-2 7-6(3),0.042,0.063,31.667,0.495,0.326,0.232,4.667,0.429,2.333,R64,5,0,0.429
Hard,6-2 6-3 7-5,0.132,0.047,35.333,0.66,0.443,0.151,4.667,0.75,5.333,R64,5,0,0.75
Hard,7-6(2) 5-7 7-5 6-3,0.124,0.036,34.25,0.54,0.416,0.212,5.75,0.667,3.75,R64,5,0,0.667
Hard,6-2 3-6 6-7(2) 6-3 7-5,0.096,0.006,31.2,0.654,0.423,0.186,4.8,0.563,3.2,R64,5,0,0.563
Hard,6-1 6-3 6-2,0.036,0.072,27.667,0.518,0.313,0.169,4,0.5,4.667,R64,5,0,0.5
Hard,6-1 6-4 4-6 6-0,0.051,0.101,24.75,0.475,0.273,0.162,4,0.438,4,R64,5,0,0.438
Hard,6-3 6-7(10) 6-3 6-3,0.054,0.014,37,0.622,0.372,0.189,4.75,0.65,5,R64,5,0,0.65
Hard,1-6 6-3 6-4 1-6 6-3,0.143,0.042,23.8,0.714,0.546,0.134,4.2,0.6,2,R64,5,0,0.6
Hard,7-6(4) 6-4 5-7 6-4,0.355,0.055,27.5,0.673,0.591,0.209,5.5,0.667,1.5,R64,5,0,0.667
Hard,7-5 3-6 6-2 6-1,0.132,0.078,32.25,0.589,0.434,0.124,4.5,0.6,3.75,R64,5,0,0.6
Hard,3-6 6-3 6-2 6-2,0.073,0.028,27.25,0.523,0.33,0.257,4.25,0.545,2.75,R64,5,0,0.545
